title,company,location,link
Бизнес-аналитик в проектный офис,Яндекс,Новосибирск,https://hh.ru/vacancy/41941748?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик,ООО Каршеринг Руссия,Москва,https://hh.ru/vacancy/42085575?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик/Аналитик BI,УК Розничные Технологии,Хабаровск,https://hh.ru/vacancy/39772840?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик,ООО РК-ЦИФРА,Москва,https://hh.ru/vacancy/42156421?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик (консультант по Битрикс),ООО Галс Управление активами,Москва,https://hh.ru/vacancy/41898314?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес – аналитик/руководитель службы поддержки пользователей,ООО Химпром,Пермь,https://hh.ru/vacancy/41930711?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик,2050.Digital,"Москва, Шаболовская",https://hh.ru/vacancy/40841495?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик,Европлан,"Москва, Добрынинская и еще 2 ",https://hh.ru/vacancy/41589880?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Системный аналитик/Бизнес аналитик,ООО Компания ТрэйдСофт,Киров (Кировская область),https://hh.ru/vacancy/36649700?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Ведущий бизнес-аналитик,ООО Бюро судебного взыскания,"Новосибирск, Речной вокзал",https://hh.ru/vacancy/40982254?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Аналитик по продажам банковских продуктов,Белорусский народный банк,Минск,https://hh.ru/vacancy/41020852?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик в CRM-интегратор (Junior),ООО Интроверт,Новосибирск,https://hh.ru/vacancy/42199206?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик,ПАО Московская объединенная энергетическая компания,Москва,https://hh.ru/vacancy/42196920?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик (IT),Элком +,Новосибирск,https://hh.ru/vacancy/42029418?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Алгоритмизатор/Бизнес аналитик,ООО Генерация (Generation Invest),Москва,https://hh.ru/vacancy/41936514?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Маркетолог-аналитик,ООО Центр Правового Обеспечения Сделок с Недвижимостью,Воронеж,https://hh.ru/vacancy/41799389?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик,Лига Цифровой Экономики,Москва,https://hh.ru/vacancy/41065258?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Старший (ведущий) бизнес-аналитик,ООО РК-ЦИФРА,Москва,https://hh.ru/vacancy/42156448?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Аналитик,ООО Броневик,"Екатеринбург, Площадь 1905 года",https://hh.ru/vacancy/40331835?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик,Coral Club,Москва,https://hh.ru/vacancy/42155692?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик в отдел развития DWH,Связной. IT/Digital,"Москва, Автозаводская",https://hh.ru/vacancy/40476852?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик в департамент маркетинга,ООО РОСМЭН,Москва,https://hh.ru/vacancy/42138780?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик Управления Технологии взыскания,Банк ВТБ (ПАО),"Москва, Выставочная и еще 2 ",https://hh.ru/vacancy/42118850?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик,ПАО Ростелеком,"Нижний Новгород, Горьковская",https://hh.ru/vacancy/41419728?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик,ООО Консалт информ,Москва,https://hh.ru/vacancy/42010850?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
BI аналитик,ООО Делориан Медиа,Москва,https://hh.ru/vacancy/42168108?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Ведущий специалист (Аналитик бизнес-процессов),АО НИПИГАЗ,Краснодар,https://hh.ru/vacancy/42182348?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик,ООО Энерджи Консалтинг,Москва,https://hh.ru/vacancy/42194697?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик,Ridex GmbH,"Новосибирск, Площадь Ленина",https://hh.ru/vacancy/42030061?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик IT,AVON,Наро-Фоминск,https://hh.ru/vacancy/38593548?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Аналитик бизнес-процессов,Домотехника,Владивосток,https://hh.ru/vacancy/38752381?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик,АНО Центр развития Среда возможностей,Москва,https://hh.ru/vacancy/42162287?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Аналитик бизнес-процессов,ООО Навигатор. Управление активами,Тюмень,https://hh.ru/vacancy/40947499?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик (IT start-up),AVRIO Group Consulting,Санкт-Петербург,https://hh.ru/vacancy/39704197?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Старший бизнес-аналитик,ООО ФК Гранд Капитал,Москва,https://hh.ru/vacancy/41691391?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик операционных процессов,"«Почта России», Офис","Москва, Проспект Вернадского",https://hh.ru/vacancy/42143887?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес аналитик,Сбер для экспертов,Москва,https://hh.ru/vacancy/41999517?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик,ООО Лаборатория институционального проектного инжиниринга,Санкт-Петербург,https://hh.ru/vacancy/41831283?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик,АО РЖД Управление активами,Москва,https://hh.ru/vacancy/41749134?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик,ООО Информационные системы для бизнеса,Пенза,https://hh.ru/vacancy/42180269?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Ведущий бизнес-аналитик e-commerce (mobile),М.Видео-Эльдорадо. ИТ,"Москва, Бауманская",https://hh.ru/vacancy/42131241?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Главный бизнес-аналитик,НИИ «Восход»,"Москва, Проспект Вернадского",https://hh.ru/vacancy/42176582?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик (исследование рынка),ПАО «Газпром нефть»,Санкт-Петербург,https://hh.ru/vacancy/41525558?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик,Teleperformance Russia Group,Владимир,https://hh.ru/vacancy/40710721?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик,ПАО РОССИЙСКИЙ НАЦИОНАЛЬНЫЙ КОММЕРЧЕСКИЙ БАНК,Москва,https://hh.ru/vacancy/40585594?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик (1С),"АСНА, Сеть аптек","Москва, Ботанический сад",https://hh.ru/vacancy/41829279?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
"Ведущий бизнес-аналитик (отдел цифрового моделирования, прогнозирования и оптимизации)",Евросиб. Транспорт и Логистика,Санкт-Петербург,https://hh.ru/vacancy/42154430?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик в Мобильный банк,Тинькофф,"Москва, Водный стадион",https://hh.ru/vacancy/37102166?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик,ООО ГЕТ ЭЙТ,"Санкт-Петербург, Адмиралтейская",https://hh.ru/vacancy/41472104?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Аналитик,ООО Веселый Водовоз,Санкт-Петербург,https://hh.ru/vacancy/41871812?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Аналитик бизнес-процессов,ООО ТРАНСЭКСПЕРТ,Москва,https://hh.ru/vacancy/42145489?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик,Магнит Фарма,Москва,https://hh.ru/vacancy/42131210?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес Аналитик WMS,Консалтинговая Группа HR Alliance,"Москва, Октябрьское поле",https://hh.ru/vacancy/42141650?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик,АО МегаФон Ритейл,Москва,https://hh.ru/vacancy/41458703?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик в CRM-интегратор (Junior),ООО Интроверт,Самара,https://hh.ru/vacancy/42199207?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес - аналитик,Colvir Software Solutions,Новосибирск,https://hh.ru/vacancy/42166759?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик в CRM-интегратор (Junior),ООО Интроверт,Нижний Новгород,https://hh.ru/vacancy/42199208?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Аналитик бизнес-процессов,X5 RETAIL GROUP,Москва,https://hh.ru/vacancy/42146038?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик,"ООО Кубань Кредит, КБ",Краснодар,https://hh.ru/vacancy/40207387?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик,ООО Айти-услуги,Самара,https://hh.ru/vacancy/41774376?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик,"АйТи Гео, ООО (IT GEO)","Москва, Бауманская",https://hh.ru/vacancy/41510403?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик,АО Сибирский Антрацит,Кемерово,https://hh.ru/vacancy/42157065?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Стажер-аналитик IT,ГРУППА КИТ,"Москва, Шаболовская",https://hh.ru/vacancy/42148180?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Системный / Бизнес аналитик,Okko,"Санкт-Петербург, Беговая",https://hh.ru/vacancy/41972413?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес - аналитик,Colvir Software Solutions,Нижний Новгород,https://hh.ru/vacancy/41460217?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Ведущий бизнес-аналитик,М.Видео-Эльдорадо. ИТ,"Москва, Бауманская",https://hh.ru/vacancy/41930608?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик в разработке ПО,ООО Облачные решения,Москва,https://hh.ru/vacancy/41522495?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Продуктовый аналитик,АО МаксимаТелеком,"Москва, Киевская",https://hh.ru/vacancy/41472255?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик,Останкинский мясоперерабатывающий холдинг,"Москва, Бутырская  и еще 1 ",https://hh.ru/vacancy/41448210?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Senior business analyst / Синьор Бизнес-аналитик,ООО МОБИЛЬНЫЙ МАРКЕТИНГ,"Москва, Дмитровская",https://hh.ru/vacancy/42077853?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик (e-commerce),"АСНА, Сеть аптек","Москва, Ботанический сад",https://hh.ru/vacancy/42064429?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Аналитик бизнес-процессов,АО ГСПИ,"Москва, Дубровка",https://hh.ru/vacancy/39902907?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик,Магнит Фарма,Краснодар,https://hh.ru/vacancy/42131211?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик,"ПАО «Группа Черкизово», Центральный офис",Москва,https://hh.ru/vacancy/40954320?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Аналитик бизнес-процессов,"МАГНИТ, Розничная сеть",Краснодар,https://hh.ru/vacancy/42141745?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик,Группа компаний АГРОЭКО,Воронеж,https://hh.ru/vacancy/40545366?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Аналитик,IBS,Уфа,https://hh.ru/vacancy/42028450?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик,Lime Credit Group,"Новосибирск, Октябрьская",https://hh.ru/vacancy/42073362?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес аналитик [id91641],ПАО «Газпром нефть»,Санкт-Петербург,https://hh.ru/vacancy/42134706?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик управления производственными разработками,ПРОМЕТ,Москва,https://hh.ru/vacancy/42150657?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик 1С,Русбизнесавто,"Москва, Балтийская и еще 2 ",https://hh.ru/vacancy/39030623?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик/Технический аналитик,АО Группа компаний Вестлинк,Москва,https://hh.ru/vacancy/41670807?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик/Junior project manager,Тинькофф,"Москва, Водный стадион",https://hh.ru/vacancy/39262529?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Ведущий бизнес-аналитик,Сеть магазинов женской одежды LIME,"Москва, Багратионовская и еще 1 ",https://hh.ru/vacancy/41894646?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик,ООО Лаборатория институционального проектного инжиниринга,Краснодар,https://hh.ru/vacancy/41182420?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Аналитик (системный/бизнес),Информаудитсервис,Казань,https://hh.ru/vacancy/41047362?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик производственных процессов (в резерв),АО Электроисточник,Саратов,https://hh.ru/vacancy/41641494?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес - Аналитик / Технический писатель,"Группа компаний Farmani, Аптечество и оптика OPTIMA",Нижний Новгород,https://hh.ru/vacancy/41474816?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик CIB (брокерское обслуживание),ПАО Совкомбанк,"Москва, Выставочная и еще 2 ",https://hh.ru/vacancy/41119018?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик в Тинькофф Капитал,Тинькофф,"Москва, Водный стадион",https://hh.ru/vacancy/40899998?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес - аналитик [id92806],ПАО «Газпром нефть»,Санкт-Петербург,https://hh.ru/vacancy/42168242?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик,"Единая электронная торговая площадка, АО (группа ВТБ)","Москва, Павелецкая",https://hh.ru/vacancy/41048113?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
Бизнес-аналитик (MRM-система),СберМаркетинг,Москва,https://hh.ru/vacancy/41778872?query=%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA
